Doc_ID,Hypothesis_ID,Gold_Label,Evidence_Text,Primary_Pattern,Secondary_Patterns,Cue_Words,Evidence_Structure,Divergence_Flag,Confidence,Complexity_Score,Notes
246,nda-4,Entailment,"3.2. There will be no disclosure or use of confidential information, without permission.",,,,Single-span,,,,
247,nda-11,NotMentioned,N/A,,,,None,,,,
247,nda-16,Entailment,"With respect to any Confidential Information disclosed to it or to which it has access, Auditor affirms that it shall:
---
(f) Return to theauditee, or destroy, at auditee’s discretion, any and all Confidential Information disclosed in a printed form or other permanent record, or in any other tangible form (including without limitation, all copies, notes, extracts, analyses, studies, summaries, records and reproductions thereof) immediately on
---
(i) expiration or termination ofthis agreement, or",,,,Multi-span,,,,
247,nda-15,Entailment,"No license to a party, under any trademark, patent, copyright, design right, mask work protection right, or any other intellectual property right is either granted or implied by the conveying of Confidential Information to such party.",,,,Single-span,,,,
247,nda-10,Entailment,"With respect to any Confidential Information disclosed to it or to which it has access, Auditor affirms that it shall:
---
(j) Not to discuss with any member of public, media, press, any or any other person about the nature of arrangement entered between the Auditor and the Auditee or the nature of services to be provided by Auditor to the Auditee.",,,,Multi-span,,,,
247,nda-2,Contradiction,"(a) The term “Confidential Information” shall include, without limitation, all information and materials, furnished by either Party to the other in connection with Auditee products and services including information transmitted in writing, orally, visually, (e.g. video terminal display) or on magnetic media, and including all proprietary information, customer & prospect lists, trade secrets, trade names or proposed trade names, methods and procedures of operation, business or marketing plans, licensed document know-how, ideas, concepts, designs, drawings, flow charts, diagrams, quality manuals, checklists, guidelines, processes, formulae, source code materials, specifications, programs, software packages, codes and other intellectual property relating to Auditee products and services.
---
Results of any information security audits, tests, analysis, extracts or usages carried out by the Auditor in connection with the Auditee’s products and/or services, IT infrastructure, etc. shall also be considered Confidential Information.",,,,Multi-span,,,,
247,nda-1,NotMentioned,N/A,,,,None,,,,
247,nda-19,Entailment,Both parties agree that all of their obligations undertaken herein with respect to Confidential Information received pursuant to this Agreement shall survive till perpetuity even after expiration or termination of this Agreement.,,,,Single-span,,,,
247,nda-12,Entailment,"The Confidentiality obligations as enumerated in Article 2of this Agreement shall not applyin following cases:
---
(a) Which is independently developed by Auditor or lawfully received from another source free of restriction and without breach of this Agreement; or",,,,Multi-span,,,,
247,nda-20,Contradiction,"With respect to any Confidential Information disclosed to it or to which it has access, Auditor affirms that it shall:
---
(c) Not to make or retain copy of any details of products and/or services, prototypes, business or marketing plans, Client lists, Proposals developed by or originating from Auditee or any of the prospective clients of Auditee.
---
(d) Not to make or retain copy of any details of results of any information security audits, tests, analysis, extracts or usages carried out by the Auditor in connection with the Auditee’s products and/or services, IT infrastructure, etc. without the express written consent of Auditee.
---
(f) Return to theauditee, or destroy, at auditee’s discretion, any and all Confidential Information disclosed in a printed form or other permanent record, or in any other tangible form (including without limitation, all copies, notes, extracts, analyses, studies, summaries, records and reproductions thereof) immediately on
---
(i) expiration or termination ofthis agreement, or
---
(ii) the request of Auditee therefor.",,,,Multi-span,,,,
247,nda-3,Entailment,"(a) The term “Confidential Information” shall include, without limitation, all information and materials, furnished by either Party to the other in connection with Auditee products and services including information transmitted in writing, orally, visually, (e.g. video terminal display) or on magnetic media, and including all proprietary information, customer & prospect lists, trade secrets, trade names or proposed trade names, methods and procedures of operation, business or marketing plans, licensed document know-how, ideas, concepts, designs, drawings, flow charts, diagrams, quality manuals, checklists, guidelines, processes, formulae, source code materials, specifications, programs, software packages, codes and other intellectual property relating to Auditee products and services.",,,,Single-span,,,,
247,nda-18,Entailment,"During the term of this Agreement and thereafter for a further period of two (2) years Auditor shall not solicit or attempt to solicit Auditee’s employees and/or consultants, for the purpose of hiring/contract or to proceed to conduct business similar to Auditee with any employee and/or consultant of the Auditee who has knowledge of the Confidential Information, without the prior written consent of Auditee.",,,,Single-span,,,,
